type,field,entry,row_index,csv_set,ann_set,corrected_label,Unnamed: 7
FN,REACTION_PRODUCT,"tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide-6-yl) -2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate",1338,"tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide-6-yl)-2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate","tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2] thiazine-1,1-dioxide-6-yl)-2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate, tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide-6-yl) -2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate",TP,
FN,REACTION_PRODUCT,"tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2] thiazine-1,1-dioxide-6-yl)-2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate",1338,"tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide-6-yl)-2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate","tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2] thiazine-1,1-dioxide-6-yl)-2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate, tert-butyl (2R,3S,5R)-5-(2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide-6-yl) -2-(2,5-difluorophenyl)tetrahydro-2H-pyran-3-ylcarbamate",TP,
FP,STARTING_MATERIAL,"2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate",1338,"2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-difluorophenyl)-5-oxotetrahydro-2H-pyran-3-ylcarbamate","2,3,4,5,6,7-hexahydropyrrolo [3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-di-fluorophenyl) -5-oxotetrahydro-2H-pyran-3-ylcarbamate",TP,
FP,STARTING_MATERIAL,"tert-butyl (2R,3S)-2-(2,5-difluorophenyl)-5-oxotetrahydro-2H-pyran-3-ylcarbamate",1338,"2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-difluorophenyl)-5-oxotetrahydro-2H-pyran-3-ylcarbamate","2,3,4,5,6,7-hexahydropyrrolo [3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-di-fluorophenyl) -5-oxotetrahydro-2H-pyran-3-ylcarbamate",TP,
FN,STARTING_MATERIAL,"tert-butyl (2R,3S)-2-(2,5-di-fluorophenyl) -5-oxotetrahydro-2H-pyran-3-ylcarbamate",1338,"2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-difluorophenyl)-5-oxotetrahydro-2H-pyran-3-ylcarbamate","2,3,4,5,6,7-hexahydropyrrolo [3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-di-fluorophenyl) -5-oxotetrahydro-2H-pyran-3-ylcarbamate",TP,
FN,STARTING_MATERIAL,"2,3,4,5,6,7-hexahydropyrrolo [3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate",1338,"2,3,4,5,6,7-hexahydropyrrolo[3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-difluorophenyl)-5-oxotetrahydro-2H-pyran-3-ylcarbamate","2,3,4,5,6,7-hexahydropyrrolo [3',4':3,4]pyrazolo[1,5-b][1,2]thiazine-1,1-dioxide p-toluenesulfonate, tert-butyl (2R,3S)-2-(2,5-di-fluorophenyl) -5-oxotetrahydro-2H-pyran-3-ylcarbamate",TP,
FP,TEMPERATURE,ice bath,1338,"ice bath, room temperature",room temperature,TP,
FP,TIME,overnight,1338,"3 h, overnight",3 hours,TP,
FN,REACTION_PRODUCT,target compound,1340,2-hydroxy-2-trifluoromethylacetophenone,"2-hydroxy-2-trifluoromethylacetophenone, SM-9, target compound",TP,
FN,REACTION_PRODUCT,SM-9,1340,2-hydroxy-2-trifluoromethylacetophenone,"2-hydroxy-2-trifluoromethylacetophenone, SM-9, target compound",TP,
FP,SOLVENT,6N HCl,1340,"6N HCl, THF, dimethoxyethane",dimethoxyethane,FP,
FP,SOLVENT,THF,1340,"6N HCl, THF, dimethoxyethane",dimethoxyethane,TP,
FN,REACTION_PRODUCT,desired product,1341,"tert-Butyl 4-(6-cyano-1-trityl-1H-pyrazolo[4,3-b]pyridin-5-yl)-3-fluoro-5-methylbenzyl(methyl)carbamate","desired product, tert-Butyl 4-(6-cyano-1-trityl-1H-pyrazolo[4,3-b]pyridin-5-yl)-3-fluoro-5-methylbenzyl(methyl)carbamate",TP,
FN,STARTING_MATERIAL,Intermediate 2,1341,"5-chloro-1-trityl-1H-pyrazolo[4,3-b]pyridine-6-carbonitrile, tert-butyl (3-fluoro-5-methyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl)(methyl)carbamate","5-chloro-1-trityl-1H-pyrazolo[4,3-b]pyridine-6-carbonitrile, Intermediate 2, tert-butyl (3-fluoro-5-methyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl)(methyl)carbamate",TP,
FP,REAGENT_CATALYST,bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II),1341,"CsF, bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II)","CsF, bis(di-tert-butyl(4-dimethylaminophenyl)-phosphine)dichloropalladium(II)",TP,
FN,REAGENT_CATALYST,bis(di-tert-butyl(4-dimethylaminophenyl)-phosphine)dichloropalladium(II),1341,"CsF, bis(di-tert-butyl(4-dimethylaminophenyl)phosphine)dichloropalladium(II)","CsF, bis(di-tert-butyl(4-dimethylaminophenyl)-phosphine)dichloropalladium(II)",TP,
FP,REACTION_PRODUCT,"(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid",1345,"(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid","(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8 ,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid, 77, title compound",TP,
FN,REACTION_PRODUCT,77,1345,"(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid","(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8 ,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid, 77, title compound",TP,
FN,REACTION_PRODUCT,"(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8 ,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid",1345,"(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid","(E)-3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8 ,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylic acid, 77, title compound",TP,
FP,STARTING_MATERIAL,"(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate",1345,"(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate","(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9 -tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate, 77c",TP,
FN,STARTING_MATERIAL,"(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9 -tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate",1345,"(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate","(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9 -tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate, 77c",TP,
FN,STARTING_MATERIAL,77c,1345,"(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9-tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate","(E)-methyl 3-(3,5-difluoro-4-((6S,8R/6R,8S)-7-(2-fluoro-2-methylpropyl)-8-methyl-2-oxo-6,7,8,9 -tetrahydro-2H-pyrano[2,3-g]isoquinolin-6-yl)phenyl)acrylate, 77c",TP,
FN,STARTING_MATERIAL,iodomethane,1346,2-bromo-6-methylpyridin-3-ol (XXXXIV),"2-bromo-6-methylpyridin-3-ol, XXXXIV, iodomethane",TP,
FP,REAGENT_CATALYST,iodomethane,1346,"iodomethane, potassium carbonate","K2CO3, potassium carbonate",FP,
FN,REAGENT_CATALYST,K2CO3,1346,"iodomethane, potassium carbonate","K2CO3, potassium carbonate",TP,
FN,STARTING_MATERIAL,"N,N-dimethylformamide",1347,1-butyl-1H-imidazole,"1-butyl-1H-imidazole, N,N-dimethylformamide",TP,
FP,REAGENT_CATALYST,"N,N-dimethylformamide",1347,"N,N-dimethylformamide, n-Butyllithium",n-Butyllithium,FP,
FN,SOLVENT,n-hexane,1347,tetrahydrofuran,"n-hexane, tetrahydrofuran",TP,
FN,REACTION_PRODUCT,1-(4-amino-3-methoxyphenyl) ethanone,1348,1-(4-amino-2-chlorophenyl) ethanone (8),"1-(4-amino-2-chlorophenyl) ethanone, 1-(4-amino-3-methoxyphenyl) ethanone, 8",TP,
FN,REACTION_PRODUCT,Example 12,1352,"sodium [7-oxo-3-(triazol-1-yl)-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl] sulfate","Example 12, sodium [7-oxo-3-(triazol-1-yl)-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl] sulfate",TP,
FN,STARTING_MATERIAL,foam,1352,"6-allyloxy-3-(triazol-1-yl)-1,6-diazabicyclo[3.2.1]oct-3-en-7-one (12a)","12a, 6-allyloxy-3-(triazol-1-yl)-1,6-diazabicyclo[3.2.1]oct-3-en-7-one, Pd(PPh3)4, foam",FN,
FN,STARTING_MATERIAL,Pd(PPh3)4,1352,"6-allyloxy-3-(triazol-1-yl)-1,6-diazabicyclo[3.2.1]oct-3-en-7-one (12a)","12a, 6-allyloxy-3-(triazol-1-yl)-1,6-diazabicyclo[3.2.1]oct-3-en-7-one, Pd(PPh3)4, foam",TP,
FP,REAGENT_CATALYST,Pd(PPh3)4,1352,"Pd(PPh3)4, glacial AcOH, sulfur trioxide pyridine complex","AcOH, Dowex sodium form, pyridine, sulfur trioxide pyridine complex",TP,
FN,REAGENT_CATALYST,pyridine,1352,"Pd(PPh3)4, glacial AcOH, sulfur trioxide pyridine complex","AcOH, Dowex sodium form, pyridine, sulfur trioxide pyridine complex",TP,
FN,REAGENT_CATALYST,Dowex sodium form,1352,"Pd(PPh3)4, glacial AcOH, sulfur trioxide pyridine complex","AcOH, Dowex sodium form, pyridine, sulfur trioxide pyridine complex",FN,
FP,SOLVENT,pyridine,1352,"H2O, anhydrous DCM, pyridine","ACN, DCM, H2O",TP,
FN,SOLVENT,ACN,1352,"H2O, anhydrous DCM, pyridine","ACN, DCM, H2O",FN,
FP,TIME,overnight,1352,"45 min, overnight",45 min,TP,
FP,YIELD_PERCENT,purity 95%,1352,"51% over 3 steps, purity 95%",51%,FP,
FN,YIELD_OTHER,215.7 mg,1352,"0.310 mmol, 96 mg","0.310 mmol, 215.7 mg, 96 mg",FN,
FN,REAGENT_CATALYST,Methanesulfonyl chloride,1353,triethylamine,"Methanesulfonyl chloride, triethylamine",FN,
FP,TIME,overnight,1357,"10 min, overnight",10 minutes,TP,
FN,REACTION_PRODUCT,16b,1360,2-(benzyloxy)-1-fluoro-4-(2-nitroprop-1-en-1-yl)benzene,"16b, 2-(benzyloxy)-1-fluoro-4-(2-nitroprop-1-en-1-yl)benzene, title compound",TP,
FP,STARTING_MATERIAL,ammonium acetate,1360,"2-(3-(benzyloxy)-4-fluorophenyl)acetaldehyde, ammonium acetate","16a, 2-(3-(benzyloxy)-4-fluorophenyl)acetaldehyde, nitroethane",FP,
FN,STARTING_MATERIAL,16a,1360,"2-(3-(benzyloxy)-4-fluorophenyl)acetaldehyde, ammonium acetate","16a, 2-(3-(benzyloxy)-4-fluorophenyl)acetaldehyde, nitroethane",TP,
FN,STARTING_MATERIAL,nitroethane,1360,"2-(3-(benzyloxy)-4-fluorophenyl)acetaldehyde, ammonium acetate","16a, 2-(3-(benzyloxy)-4-fluorophenyl)acetaldehyde, nitroethane",TP,
FN,REAGENT_CATALYST,ammonium acetate,1360,,ammonium acetate,TP,
FP,SOLVENT,nitroethane,1360,nitroethane,,FP,
FP,SOLVENT,methylene chloride,1363,"ethyl acetate, methylene chloride",ethyl acetate,FP,
FN,REACTION_PRODUCT,product,1364,"tert-butyl 4-(7-amino-5-methylbenzo[d][1,3]dioxol-4-yl)piperidin-1-carboxylate","product, tert-butyl 4-(7-amino-5-methylbenzo[d][1,3]dioxol-4-yl)piperidin-1-carboxylate",TP,
FP,STARTING_MATERIAL,"tert-butyl4-(7-amino-6-bromo-5-methylbenzo[d][1,3]dioxol-4-yl)-3,6-dihydropyridine-1(2H)-carboxylate",1364,"tert-butyl4-(7-amino-6-bromo-5-methylbenzo[d][1,3]dioxol-4-yl)-3,6-dihydropyridine-1(2H)-carboxylate","Tert-butyl4-(7-amino-6-bromo-5-methylbenzo[d][1,3]dioxol-4-yl)-3,6-di hydropyridine-1(2H)-carboxylate",TP,
FN,STARTING_MATERIAL,"Tert-butyl4-(7-amino-6-bromo-5-methylbenzo[d][1,3]dioxol-4-yl)-3,6-di hydropyridine-1(2H)-carboxylate",1364,"tert-butyl4-(7-amino-6-bromo-5-methylbenzo[d][1,3]dioxol-4-yl)-3,6-dihydropyridine-1(2H)-carboxylate","Tert-butyl4-(7-amino-6-bromo-5-methylbenzo[d][1,3]dioxol-4-yl)-3,6-di hydropyridine-1(2H)-carboxylate",TP,
FN,REAGENT_CATALYST,hydrogen,1364,Pd/C,"Pd/C, hydrogen",TP,
FP,YIELD_OTHER,800 mg,1364,800 mg,800mg,TP,
FN,YIELD_OTHER,800mg,1364,800 mg,800mg,TP,
FN,REACTION_PRODUCT,desired product,1371,tert-Butyl {[1-(3-bromo-5-fluorophenyl)cyclopropyl]methyl}carbamate,"desired product, tert-Butyl {[1-(3-bromo-5-fluorophenyl)cyclopropyl]methyl}carbamate",TP,
FN,STARTING_MATERIAL,di-tert-butyldicarbonate,1371,1-[1-(3-bromo-5-fluorophenyl)cyclopropyl]methanamine,"1-[1-(3-bromo-5-fluorophenyl)cyclopropyl]methanamine, di-tert-butyldicarbonate",TP,
FP,REAGENT_CATALYST,di-tert-butyldicarbonate,1371,di-tert-butyldicarbonate,,FP,
FP,TEMPERATURE,reflux,1373,"60°C, reflux",60°C,TP,
FN,STARTING_MATERIAL,IA2a,1374,"3,5-dimethyl-4-nitropyrazole, benzyl bromide","3,5-dimethyl-4-nitropyrazole, IA1, IA2a, benzyl bromide",TP,
FN,STARTING_MATERIAL,IA1,1374,"3,5-dimethyl-4-nitropyrazole, benzyl bromide","3,5-dimethyl-4-nitropyrazole, IA1, IA2a, benzyl bromide",TP,
FP,TIME,overnight,1375,overnight,four hours,TP,
FN,TIME,four hours,1375,overnight,four hours,TP,
FN,REACTION_PRODUCT,solid,1376,"trans-Trifluoromethyl 2-(2-chloro-5-(2,2-dichloro-3-(3,5-dichlorophenyl)cyclopropane-1-carboxamido)benzoyl)hydrazine-1-carboxylate (F2543)","F2543, solid, trans-Trifluoromethyl 2-(2-chloro-5-(2,2-dichloro-3-(3,5-dichlorophenyl)cyclopropane-1-carboxamido)benzoyl)hydrazine-1-carboxylate",TP,
FN,REACTION_PRODUCT,4,1377,"4-(3-(4-(1H-imidazo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-4-fluorobenzyl)phthalazin-1(2H)-one","4, 4-(3-(4-(1H-imidazo[4,5-b]pyridin-5-yl)piperazine-1-carbonyl)-4-fluorobenzyl)phthalazin-1(2H)-one",TP,
FP,STARTING_MATERIAL,potassium carbonate (K2CO3),1378,"(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, N,N-diisopropylethylamine, chloroacetyl chloride, cyclopropanecarbonyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, chloroacetyl chloride, cyclopropanecarbonyl chloride, potassium cyanide",FP,
FP,STARTING_MATERIAL,"N,N-diisopropylethylamine",1378,"(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, N,N-diisopropylethylamine, chloroacetyl chloride, cyclopropanecarbonyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, chloroacetyl chloride, cyclopropanecarbonyl chloride, potassium cyanide",FP,
FP,STARTING_MATERIAL,10w/w% palladium/carbon (Pd/C),1378,"(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, N,N-diisopropylethylamine, chloroacetyl chloride, cyclopropanecarbonyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, chloroacetyl chloride, cyclopropanecarbonyl chloride, potassium cyanide",FP,
FP,STARTING_MATERIAL,lithium aluminum hydride (LiAlH4),1378,"(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 10w/w% palladium/carbon (Pd/C), 6-chloro-7-deazapurine, N,N-diisopropylethylamine, chloroacetyl chloride, cyclopropanecarbonyl chloride, lithium aluminum hydride (LiAlH4), potassium carbonate (K2CO3), potassium cyanide","(R)-1-benzyl-N-(cyclopropylmethyl)pyrrolidine-3-amine, (R)-1-benzylpyrrolidine-3-amine, (R)-2-chloro-1-(3-((cyclopropylmethyl)(7H-pyrrolo[2,3-d]pyrimidine-4-yl)amino)pyrrolidine-1-yl)ethane-1-one, (R)-N-(1-benzylpyrrolidine-3-yl)-N-(cyclopropylmethyl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, (R)-N-(1-benzylpyrrolidine-3-yl)cyclopropane carboxamide, (R)-N-(cyclopropylmethyl)-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine, 6-chloro-7-deazapurine, chloroacetyl chloride, cyclopropanecarbonyl chloride, potassium cyanide",FP,
FN,REAGENT_CATALYST,"N,N-diisopropylethylamine",1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,10w/w% palladium/carbon,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,LiAlH4,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,Pd/C,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,lithium aluminum hydride,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,K2CO3,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,potassium carbonate,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,REAGENT_CATALYST,hydrogen,1378,,"10w/w% palladium/carbon, K2CO3, LiAlH4, N,N-diisopropylethylamine, Pd/C, hydrogen, lithium aluminum hydride, potassium carbonate",TP,
FN,SOLVENT,CH2Cl2,1378,"N,N-dimethylformamide, deionized water, dichloromethane, methanol, tetrahydrofuran","CH2Cl2, N,N-dimethylformamide, dichloromethane, methanol, tetrahydrofuran, water",TP,
FP,TEMPERATURE,reflux,1378,"0°C, 30°C to 40°C, overnight, reflux, room temperature","0°C, 30°C, 40°C, refluxed, room temperature",TP,
FP,TEMPERATURE,overnight,1378,"0°C, 30°C to 40°C, overnight, reflux, room temperature","0°C, 30°C, 40°C, refluxed, room temperature",TP,
FN,TEMPERATURE,refluxed,1378,"0°C, 30°C to 40°C, overnight, reflux, room temperature","0°C, 30°C, 40°C, refluxed, room temperature",TP,
