row_index,field,entry,classification,matched_with,csv_set_size,ann_set_size
1241,STARTING_MATERIAL,2-[2-(2-methyl-5-pyridyl)phenyl]pyridine (Hmpyppy),TP,Hmpyppy,2,3
1241,STARTING_MATERIAL,iridium chloride monohydrate,TP,iridium chloride monohydrate,2,3
1241,TIME,3 h,TP,3 hour,1,1
1241,YIELD_OTHER,1.7 g,TP,1.7 g,1,1
1241,YIELD_PERCENT,53%,TP,53%,1,1
1242,REACTION_PRODUCT,1-[(4-chlorophenyl)methyl]-5-pyrrolidine-3-carboxylic acid (Compound 64-1),TP,1-[(4-chlorophenyl)methyl]-5-pyrrolidine-3-carboxylic acid,1,3
1242,REACTION_PRODUCT,1-[(4-chlorophenyl)methyl]-5-pyrrolidine-3-carboxylic acid (Compound 64-1),TP,64-1,1,3
1242,REACTION_PRODUCT,title compound,TP,,1,3
1242,STARTING_MATERIAL,itaconic acid,TP,itaconic acid,2,2
1242,STARTING_MATERIAL,p-chlorobenzylamine,TP,p-chlorobenzylamine,2,2
1242,TEMPERATURE,120 °C,TP,120 °C,1,1
1242,TIME,4 h,TP,4 hours,1,1
1242,YIELD_OTHER,2.3 g,TP,2.3 g,1,1
1242,YIELD_PERCENT,92%,TP,92%,1,1
1243,REACTION_PRODUCT,(R)-2-Methyl-N-(1-deutero-4-oxocyclohexyl)propane-2-sulfinamide,TP,(R)-2-Methyl-N-(1-deutero-4-oxocyclohexyl)propane-2-sulfinamide,1,2
1243,REACTION_PRODUCT,title compound,TP,,1,2
1243,REAGENT_CATALYST,p-toluenesulfonic acid monohydrate,TP,p-toluenesulfonic acid monohydrate,1,1
1243,SOLVENT,acetone,TP,acetone,2,2
1243,SOLVENT,water,TP,water,2,2
1243,STARTING_MATERIAL,"((R)-2-methyl-N-(8-deutero-1,4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide",TP,"((R)-2-methyl-N-(8-deutero-1,4-dioxaspiro[4.5]decan-8-yl)propane-2-sulfinamide",1,1
1243,TEMPERATURE,100° C,TP,100° C,1,1
1243,TIME,15 min,TP,15 min,1,1
1243,YIELD_OTHER,2.3 g,TP,2.3 g,1,1
1243,YIELD_PERCENT,75%,TP,75%,1,1
1244,REACTION_PRODUCT,compound 6-b,TP,6-b,1,1
1244,REAGENT_CATALYST,30% H2O2,TP,H2O2,1,1
1244,SOLVENT,THF,TP,THF,1,1
1244,STARTING_MATERIAL,compound 6-c,TP,6-c,1,1
1244,TEMPERATURE,0°C,TP,0°C,1,1
1244,TIME,4 hrs,TP,4hrs,1,1
1244,YIELD_OTHER,0.5g,TP,0.5g,1,1
1244,YIELD_PERCENT,50%,TP,50%,1,1
1246,REACTION_PRODUCT,"(R)-N-methyl-N-(1-(m-tolylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(1-(m-tolylsulfonyl)pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",1,1
1246,REAGENT_CATALYST,"N,N-diisopropylethylamine",TP,"N,N-diisopropylethylamine",1,1
1246,SOLVENT,CH2Cl2,FN,,1,2
1246,SOLVENT,dichloromethane,TP,dichloromethane,1,2
1246,STARTING_MATERIAL,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",TP,"(R)-N-methyl-N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-d]pyrimidine-4-amine",2,2
1246,STARTING_MATERIAL,3-toluenesulfonyl chloride,TP,3-toluenesulfonyl chloride,2,2
1246,TEMPERATURE,room temperature,TP,room temperature,1,1
1246,TIME,overnight,FP,,1,0
1246,YIELD_OTHER,101 mg,TP,101 mg,1,1
1246,YIELD_PERCENT,about 84.9%,TP,84.9%,1,1
1249,REACTION_PRODUCT,Compound I-308,TP,I-308,1,1
1249,STARTING_MATERIAL,Compound 202,TP,202,2,2
1249,STARTING_MATERIAL,Compound 209,TP,209,2,2
1249,YIELD_OTHER,0.123 mmol,TP,0.123 mmol,2,2
1249,YIELD_OTHER,71.6 mg,TP,71.6 mg,2,2
1249,YIELD_PERCENT,65%,TP,65%,1,1
1252,REACTION_PRODUCT,5-Bromo-7-chloroindolin-2-one,TP,5-Bromo-7-chloroindolin-2-one,1,2
1252,REACTION_PRODUCT,title compound,TP,,1,2
1252,REAGENT_CATALYST,N-bromosuccinimide,TP,N-bromosuccinimide,1,2
1252,REAGENT_CATALYST,TFA,FN,,1,2
1252,SOLVENT,TFA,FP,,1,0
1252,STARTING_MATERIAL,7-chloroindolin-2-one,TP,7-chloroindolin-2-one,1,1
1252,TEMPERATURE,0° C,TP,0° C,1,1
1252,TIME,6 h,TP,6 h,1,1
1252,YIELD_OTHER,861 mg,TP,861 mg,1,1
1252,YIELD_PERCENT,58%,TP,58%,1,1
1255,REACTION_PRODUCT,([1-[(3-chloro-4-fluorophenyl)carbonyl]-4-fluoropiperidin-4-yl](2H2)methyl) [(5-methylpyridin-2-yl)methyl]amine,FN,,1,2
1255,REACTION_PRODUCT,([1-[(3-chloro-4-fluorophenyl)carbonyl]-4-fluoropiperidin-4-yl](2H2)methyl)[(5-methylpyridin-2-yl)methyl]amine,FP,,1,2
1255,REACTION_PRODUCT,([1-[(3-chloro-4-fluorophenyl)carbonyl]-4-fluoropiperidin-4-yl](d2)methyl)[(5-methylpyridin-2-yl)methyl]amine,FN,,1,2
1255,REAGENT_CATALYST,NaBH4,TP,NaBH4,1,1
1255,SOLVENT,methanol,TP,methanol,2,2
1255,SOLVENT,toluene,TP,toluene,2,2
1255,STARTING_MATERIAL,5-methylpyridine-2-carbaldehyde,TP,5-methylpyridine-2-carbaldehyde,2,2
1255,STARTING_MATERIAL,[1-[(3-chloro-4-fluorophenyl)carbonyl]-4-fluoropiperidin-4-yl](2H2)methanamine,TP,[1-[(3-chloro-4-fluorophenyl)carbonyl]-4-fluoropiperidin-4-yl](2H2)methanamine,2,2
1255,TEMPERATURE,0° C,FN,,2,3
1255,TEMPERATURE,100° C,FN,,2,3
1255,TEMPERATURE,100°C,FP,,2,3
1255,TEMPERATURE,25° C,FN,,2,3
1255,TEMPERATURE,25°C,FP,,2,3
1255,TIME,2 h,TP,2 h,2,1
1255,TIME,overnight,FP,,2,1
1255,YIELD_OTHER,120 mg,TP,120 mg,1,1
1255,YIELD_PERCENT,9%,TP,9%,1,1
1261,REACTION_PRODUCT,(4-(Benzyloxycarbonylamino)bicyclo[2.2.1]heptan-1-yl)methyl methanesulfonate,TP,(4-(Benzyloxycarbonylamino)bicyclo[2.2.1]heptan-1-yl)methyl methanesulfonate,1,2
1261,REACTION_PRODUCT,product,FN,,1,2
1261,REAGENT_CATALYST,triethylamine,TP,triethylamine,1,1
1261,SOLVENT,DCM,TP,DCM,1,1
1261,STARTING_MATERIAL,benzyl 4-(hydroxymethyl)bicyclo[2.2.1]heptan-1-yl)carbamate,TP,benzyl 4-(hydroxymethyl)bicyclo[2.2.1]heptan-1-yl)carbamate,1,2
1261,STARTING_MATERIAL,methanesulfonyl chloride,FN,,1,2
1261,TEMPERATURE,0° C,TP,0° C,2,2
1261,TEMPERATURE,room temperature,TP,room temperature,2,2
1261,TIME,15 min,TP,15 min,2,2
1261,TIME,2 h,TP,2 h,2,2
1261,YIELD_OTHER,252 mg,TP,252 mg,1,1
1261,YIELD_PERCENT,98%,TP,98%,1,1
1264,REACTION_PRODUCT,"tert-Butyl ((3S,6R)-6-(fluoromethyl)tetrahydro-2H-pyran-3-yl)carbamate",TP,"tert-Butyl ((3S,6R)-6-(fluoromethyl)tetrahydro-2H-pyran-3-yl)carbamate",1,2
1264,REACTION_PRODUCT,trans product,FN,,1,2
1264,REAGENT_CATALYST,diethylaminosulfur trifluoride,TP,diethylaminosulfur trifluoride,1,1
1264,SOLVENT,dichloromethane,TP,dichloromethane,1,1
1264,STARTING_MATERIAL,"tert-butyl ((3S,6R)-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)carbamate",TP,"tert-butyl ((3S,6R)-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)carbamate",1,1
1264,TEMPERATURE,-78°C,FP,,3,4
1264,TEMPERATURE,0° C,FN,,3,4
1264,TEMPERATURE,0°C,FP,,3,4
1264,TEMPERATURE,room temperature,TP,room temperature,3,4
1264,TEMPERATURE,−78° C,FN,,3,4
1264,TEMPERATURE,−78° C.,FN,,3,4
1264,TIME,14 h,TP,14 h,2,2
1264,TIME,5 h,TP,5 h,2,2
1264,YIELD_OTHER,9.3 mg,TP,9.3 mg,1,1
1264,YIELD_PERCENT,23%,TP,23%,1,1
1265,REACTION_PRODUCT,benzyl 3-((tert-butoxycarbonyl)amino)-3-methylazetidine-1-carboxylate,TP,benzyl 3-((tert-butoxycarbonyl)amino)-3-methylazetidine-1-carboxylate,1,2
1265,REACTION_PRODUCT,desired product,FN,,1,2
1265,REAGENT_CATALYST,Et3N,TP,Et3N,1,1
1265,SOLVENT,DCM,TP,DCM,1,1
1265,STARTING_MATERIAL,benzyl chloroformate,FN,,1,2
1265,STARTING_MATERIAL,tert-butyl (3-methylazetidin-3-yl) carbamate,TP,tert-butyl (3-methylazetidin-3-yl) carbamate,1,2
1265,TEMPERATURE,0° C,TP,0° C,2,2
1265,TEMPERATURE,ambient temperature,TP,ambient temperature,2,2
1265,TIME,3 h,TP,3 h,1,1
1265,YIELD_OTHER,183 mg,TP,183 mg,1,1
1265,YIELD_PERCENT,53%,TP,53%,1,1
1267,REACTION_PRODUCT,5-bromo-2(H)-indazole,TP,5-bromo-2(H)-indazole,1,2
1267,REACTION_PRODUCT,title compound,TP,,1,2
1267,REAGENT_CATALYST,hydrazine hydrate,TP,hydrazine hydrate,1,1
1267,SOLVENT,aqueous,TP,aqueous,2,1
1267,SOLVENT,aqueous solution,FP,,2,1
1267,STARTING_MATERIAL,5-bromo-2-fluorobenzaldehyde,TP,5-bromo-2-fluorobenzaldehyde,1,1
1267,TEMPERATURE,110°C,TP,110°C,2,2
1267,TEMPERATURE,16°C,TP,16°C,2,2
1267,TIME,16 h,TP,16 hours,1,1
1267,YIELD_OTHER,32.99 mmol,TP,32.99 mmol,2,2
1267,YIELD_OTHER,6.50 g,TP,6.50 g,2,2
1267,YIELD_PERCENT,37.21%,TP,37.21%,1,1
1268,REACTION_PRODUCT,"(2S,5R)-2-(3,9-diazabicyclo[3.3.1]nonan-7-ylcarbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl hydrogen sulfate",TP,"(2S,5R)-2-(3,9-diazabicyclo[3.3.1]nonan-7-ylcarbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl hydrogen sulfate",1,2
1268,REACTION_PRODUCT,title compound,TP,,1,2
1268,REAGENT_CATALYST,trifluoroacetic acid,TP,trifluoroacetic acid,1,1
1268,SOLVENT,acetonitrile,FP,,2,1
1268,SOLVENT,dichloromethane,TP,dichloromethane,2,1
1268,STARTING_MATERIAL,"Tetra(n-butyl)ammonium (2S,5R)-2-((3,9-bis(tert-butoxycarbonyl)-3,9-diazabicyclo[3.3.1] nonan-7-yl)carbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl sulfate",FN,,1,1
1268,STARTING_MATERIAL,"Tetra(n-butyl)ammonium (2S,5R)-2-((3,9-bis(tert-butoxycarbonyl)-3,9-diazabicyclo[3.3.1]nonan-7-yl)carbamoyl)-7-oxo-1,6-diazabicyclo[3.2.1]octan-6-yl sulfate",FP,,1,1
1268,TEMPERATURE,0°C,TP,0°C,1,1
1268,TIME,1 h,TP,1h,1,1
1268,YIELD_OTHER,64 mg,TP,64 mg,1,1
1268,YIELD_PERCENT,70%,TP,70%,1,1
1270,REACTION_PRODUCT,3-Fluoro-4-(6-fluoro-1H-indol-3-yl)-N-[(1R)-2-hydroxy-1-methyl-ethyl]benzamide,TP,3-Fluoro-4-(6-fluoro-1H-indol-3-yl)-N-[(1R)-2-hydroxy-1-methyl-ethyl]benzamide,1,2
1270,REACTION_PRODUCT,title compound,TP,,1,2
1270,STARTING_MATERIAL,3-fluoro-4-[6-fluoro-1-(p-tolylsulfonyl)indol-3-yl]-N-[(1R)-2-hydroxy-1-methyl-ethyl]benzamide,TP,3-fluoro-4-[6-fluoro-1-(p-tolylsulfonyl)indol-3-yl]-N-[(1R)-2-hydroxy-1-methyl-ethyl]benzamide,1,1
1270,YIELD_OTHER,1.1 mg,TP,1.1 mg,1,1
1270,YIELD_PERCENT,10%,TP,10%,1,1
1273,REACTION_PRODUCT,compound 34-d,TP,34-d,1,1
1273,REAGENT_CATALYST,copper(II) bromide,TP,copper(II) bromide,2,2
1273,REAGENT_CATALYST,tert-butyl nitrite,TP,tert-butyl nitrite,2,2
1273,SOLVENT,acetonitrile,TP,acetonitrile,1,1
1273,STARTING_MATERIAL,Compound 34-e,TP,34-e,1,1
1273,TEMPERATURE,80°C,TP,80°C,2,2
1273,TEMPERATURE,room temperature,TP,room temperature,2,2
1273,TIME,1 h,TP,1 hour,1,1
1273,YIELD_OTHER,540 mg,TP,540 mg,1,1
1273,YIELD_PERCENT,41%,TP,41%,1,1
1274,REACTION_PRODUCT,(ferrocenylmethyl)trimethylammonium chloride (FcNCl),TP,FcNCl,1,2
1274,REACTION_PRODUCT,(ferrocenylmethyl)trimethylammonium chloride (FcNCl),TP,(ferrocenylmethyl)trimethylammonium chloride,1,2
1274,SOLVENT,CH3CN,TP,CH3CN,1,2
1274,SOLVENT,t-Butylether,FN,,1,2
1274,STARTING_MATERIAL,(ferrocenylmethyl)dimethylamine,TP,(ferrocenylmethyl)dimethylamine,2,3
1274,STARTING_MATERIAL,CH3Cl,FN,,2,3
1274,STARTING_MATERIAL,methyl chloride,TP,methyl chloride,2,3
1274,TEMPERATURE,R.T.,TP,R.T.,1,1
1274,TIME,overnight,FP,,1,0
1274,YIELD_OTHER,16.5 g,TP,16.5 g,1,1
1274,YIELD_PERCENT,approximately 91%,TP,91%,1,1
1277,REACTION_PRODUCT,Intermediate 9-b,TP,Intermediate 9-b,1,1
1277,REAGENT_CATALYST,N-bromosuccinimide,FN,,0,1
1277,SOLVENT,dimethyl formamide,TP,dimethyl formamide,1,1
1277,STARTING_MATERIAL,Intermediate 9-a,TP,Intermediate 9-a,2,1
1277,STARTING_MATERIAL,N-bromosuccinimide,FP,,2,1
1277,TEMPERATURE,50° C,TP,50° C,1,1
1277,TIME,12 h,TP,12 hours,1,1
1277,YIELD_OTHER,35 g,TP,35 g,1,1
1277,YIELD_PERCENT,70%,TP,70%,1,1
1278,REACTION_PRODUCT,"7-(7-Chloro-1H-indazol-5-yl)-2,6-bis(trifluoromethyl)pyrazolo[1,5 -a]pyridine",FN,,1,2
1278,REACTION_PRODUCT,"7-(7-Chloro-1H-indazol-5-yl)-2,6-bis(trifluoromethyl)pyrazolo[1,5-a]pyridine",FP,,1,2
1278,REACTION_PRODUCT,title compound,TP,,1,2
1278,REAGENT_CATALYST,AcOH,FN,,1,2
1278,REAGENT_CATALYST,silver carbonate,TP,silver carbonate,1,2
1278,SOLVENT,DMSO,TP,DMSO,1,1
1278,STARTING_MATERIAL,"7-(7-chloro-1H-indazol-5-yl)-2,6-bis(trifluoromethyl)pyrazolo[1,5 -a]pyridine-3-carboxylic acid",FN,,1,1
1278,STARTING_MATERIAL,"7-(7-chloro-1H-indazol-5-yl)-2,6-bis(trifluoromethyl)pyrazolo[1,5-a]pyridine-3-carboxylic acid",FP,,1,1
1278,TEMPERATURE,120° C,TP,120° C,2,2
1278,TEMPERATURE,rt,TP,rt,2,2
1278,TIME,1.5 h,TP,1.5 h,1,1
1278,YIELD_OTHER,25 mg,TP,25 mg,1,1
1278,YIELD_PERCENT,51%,TP,51%,1,1
1280,REACTION_PRODUCT,desired product,FN,,1,2
1280,REACTION_PRODUCT,"tert-Butyl 3-(difluoromethyl)-5-fluoro-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl(methyl)carbamate",TP,"tert-Butyl 3-(difluoromethyl)-5-fluoro-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl(methyl)carbamate",1,2
1280,REAGENT_CATALYST,LDA,TP,LDA,1,1
1280,SOLVENT,THF,TP,THF,1,1
1280,STARTING_MATERIAL,"2-isopropoxy-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",FN,,1,2
1280,STARTING_MATERIAL,tert-butyl (3-(difluoromethyl)-5-fluorobenzyl)(methyl)carbamate,TP,tert-butyl (3-(difluoromethyl)-5-fluorobenzyl)(methyl)carbamate,1,2
1280,TEMPERATURE,-78°C,FP,,2,2
1280,TEMPERATURE,room temperature,TP,room temperature,2,2
1280,TEMPERATURE,−78° C,FN,,2,2
1280,TIME,15 min,TP,15 min,3,3
1280,TIME,20 min,TP,20 min,3,3
1280,TIME,30 min,TP,30 min,3,3
1280,YIELD_OTHER,62.6 mg,TP,62.6 mg,1,1
1280,YIELD_PERCENT,17%,TP,17%,1,1
1281,REACTION_PRODUCT,3-(1-(difluoromethyl)-1H-imidazol-2-yl)-1-(4-(dimethylamino)piperidin-1 -yl)-3 -hydroxypropan-1 -one,FN,,1,3
1281,REACTION_PRODUCT,3-(1-(difluoromethyl)-1H-imidazol-2-yl)-1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxypropan-1-one,TP,3-(1-(difluoromethyl)-1H-imidazol-2-yl)-1-(4-(dimethylamino)piperidin-1-yl)-3-hydroxypropan-1-one,1,3
1281,REACTION_PRODUCT,compound of Example 10,FN,,1,3
1281,REAGENT_CATALYST,methanol,FN,,1,2
1281,REAGENT_CATALYST,sodium borohydride,TP,Sodium borohydride,1,2
1281,SOLVENT,methanol,FP,,1,0
1281,STARTING_MATERIAL,"1-(1-(difluoromethyl)-1H-imidazol-2-yl)-3-(4-(dimethylamino)piperidin-1-yl)propane-1,3-dione",TP,"1-(1-(difluoromethyl)-1H-imidazol-2-yl)-3-(4-(dimethylamino)piperidin-1-yl)propane-1,3-dione",1,1
1281,TEMPERATURE,room temperature,TP,room temperature,1,1
1281,TIME,3 h,TP,3 hours,1,1
1281,YIELD_OTHER,0.202 g,TP,0.202 g,2,2
1281,YIELD_OTHER,0.639 mmol,TP,0.639 mmol,2,2
1281,YIELD_PERCENT,65%,TP,65%,1,1
1282,REACTION_PRODUCT,"(E)-methyl 3-(3,5-difluoro-4-((1S,3R/1R,3S)-2-(2-fluoro-2-methylpropyl)-3-methyl-6-(2-methyloxa zol-5-yl)-1,2,3,4-tetrahydroisoquinolin-1-yl)phenyl)acrylate",FN,,1,4
1282,REACTION_PRODUCT,"(E)-methyl 3-(3,5-difluoro-4-((1S,3R/1R,3S)-2-(2-fluoro-2-methylpropyl)-3-methyl-6-(2-methyloxazol-5-yl)-1,2,3,4-tetrahydroisoquinolin-1-yl)phenyl)acrylate",TP,"(E)-methyl 3-(3,5-difluoro-4-((1S,3R/1R,3S)-2-(2-fluoro-2-methylpropyl)-3-methyl-6-(2-methyloxazol-5-yl)-1,2,3,4-tetrahydroisoquinolin-1-yl)phenyl)acrylate",1,4
1282,REACTION_PRODUCT,49d,FN,,1,4
1282,REACTION_PRODUCT,title compound,TP,,1,4
1282,REAGENT_CATALYST,[bis(trifluoromethanesulfonyl)imidate](triphenylphosphine)gold(I),TP,[bis(trifluoromethanesulfonyl)imidate](triphenylphosphine)gold(I),1,1
1282,SOLVENT,acetonitrile,TP,acetonitrile,1,1
1282,STARTING_MATERIAL,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-ethynyl-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate",TP,"(E)-methyl 3-(4-((1S,3R/1R,3S)-6-ethynyl-2-(2-fluoro-2-methylpropyl)-3-methyl-1,2,3,4-tetrahydroisoquinolin-1-yl)-3,5-difluorophenyl)acrylate",2,4
1282,STARTING_MATERIAL,49b,FN,,2,4
1282,STARTING_MATERIAL,49c,FN,,2,4
1282,STARTING_MATERIAL,8-methylquinoline-1-oxide,TP,8-methylquinoline-1-oxide,2,4
1282,TEMPERATURE,60°C,TP,60°C,2,2
1282,TEMPERATURE,room temperature,TP,room temperature,2,2
1282,TIME,3 h,TP,3 hours,1,1
1282,YIELD_OTHER,13 mg,TP,13 mg,1,1
1282,YIELD_PERCENT,58%,TP,58%,1,1
1284,REACTION_PRODUCT,3-Chlorofuroxan,FN,,2,4
1284,REACTION_PRODUCT,3-chloro-4-(4-methylphenyl)furoxan,TP,3-chloro-4-(4-methylphenyl)furoxan,2,4
1284,REACTION_PRODUCT,4-Chlorofuroxan,FN,,2,4
1284,REACTION_PRODUCT,4-chloro-3-(4-methylphenyl)furoxan,TP,4-chloro-3-(4-methylphenyl)furoxan,2,4
1284,REAGENT_CATALYST,tetrabutylammonium chloride,TP,Tetrabutylammonium chloride,1,1
1284,SOLVENT,dimethylformamide,TP,dimethylformamide,1,1
1284,STARTING_MATERIAL,3-(4-methylphenyl)-4-nitrofuroxan,TP,3-(4-methylphenyl)-4-nitrofuroxan,1,1
1284,TEMPERATURE,80° C,TP,80° C,2,2
1284,TEMPERATURE,room temperature,TP,room temperature,2,2
1284,TIME,14 h,TP,14 hours,1,1
1284,YIELD_OTHER,1.7 mg,TP,1.7 mg,2,2
1284,YIELD_OTHER,20.2 mg,TP,20.2 mg,2,2
1284,YIELD_PERCENT,4%,TP,4%,2,2
1284,YIELD_PERCENT,48%,TP,48%,2,2
1285,REACTION_PRODUCT,Compound 137,TP,137,1,1
1285,REAGENT_CATALYST,tetrabutylammonium hydroxide,TP,tetrabutylammonium hydroxide,1,1
1285,SOLVENT,aqueous,TP,aqueous,2,2
1285,SOLVENT,tetrahydrofuran,TP,tetrahydrofuran,2,2
1285,STARTING_MATERIAL,Compound 136,TP,136,1,1
1285,TEMPERATURE,room temperature,TP,room temperature,1,1
1285,TIME,1 h,TP,1 hour,1,1
1285,YIELD_OTHER,45 mg,TP,45 mg,1,1
1285,YIELD_PERCENT,48%,TP,48%,1,1
1288,REACTION_PRODUCT,"tert butyl (1S,3S,6R)-3-(hydroxymethyl)-7-oxa-4-azabicyclo[4.1.0]heptane-4-carboxylate",FN,,1,3
1288,REACTION_PRODUCT,"tert-butyl (1S,3S,6R)-3-(hydroxymethyl)-7-oxa-4-azabicyclo[4.1.0]heptane-4-carboxylate (4a)",TP,"tert-butyl (1S,3S,6R)-3-(hydroxymethyl)-7-oxa-4-azabicyclo[4.1.0]heptane-4-carboxylate",1,3
1288,REACTION_PRODUCT,"tert-butyl (1S,3S,6R)-3-(hydroxymethyl)-7-oxa-4-azabicyclo[4.1.0]heptane-4-carboxylate (4a)",TP,4a,1,3
1288,REAGENT_CATALYST,LiAlH4,TP,LiAlH4,1,1
1288,SOLVENT,anhydrous THF,TP,THF,1,1
1288,STARTING_MATERIAL,"4-tert-butyl ester 3-methyl ester (1R,4S,6S)-7-oxa-3-aza-bicyclo[4.1.0]heptane-3,4-dicarboxylate (2a)",TP,2a,1,2
1288,STARTING_MATERIAL,"4-tert-butyl ester 3-methyl ester (1R,4S,6S)-7-oxa-3-aza-bicyclo[4.1.0]heptane-3,4-dicarboxylate (2a)",TP,"4-tert-butyl ester 3-methyl ester (1R,4S,6S)-7-oxa-3-aza-bicyclo[4.1.0]heptane-3,4-dicarboxylate",1,2
1288,TEMPERATURE,-78°C to -20°C,TP,-20°C,2,3
1288,TEMPERATURE,-78°C to -20°C,TP,-78°C,2,3
1288,TEMPERATURE,20°C,TP,20°C,2,3
1288,TIME,3 h,TP,3 h,2,2
1288,TIME,30 min,TP,30 min,2,2
1288,YIELD_OTHER,16.39 mmol,TP,16.39 mmol,2,2
1288,YIELD_OTHER,3.76g,TP,3.76g,2,2
1288,YIELD_PERCENT,78%,TP,78%,1,1
1289,REACTION_PRODUCT,2-(4-isobutoxyphenyl)acetic acid,TP,2-(4-isobutoxyphenyl)acetic acid,1,1
1289,REAGENT_CATALYST,KI,FN,,3,4
1289,REAGENT_CATALYST,lithium hydroxide,TP,lithium hydroxide,3,4
1289,REAGENT_CATALYST,potassium carbonate,TP,potassium carbonate,3,4
1289,REAGENT_CATALYST,potassium iodide,TP,potassium iodide,3,4
1289,SOLVENT,DI water,TP,water,3,3
1289,SOLVENT,DMF,TP,DMF,3,3
1289,SOLVENT,THF,TP,THF,3,3
1289,STARTING_MATERIAL,4-hydroxy phenyl acetic acid,TP,4-hydroxy phenyl acetic acid,2,2
1289,STARTING_MATERIAL,isobutyl bromide,TP,isobutyl bromide,2,2
1289,TEMPERATURE,75° C,FN,,3,3
1289,TEMPERATURE,75°C,FP,,3,3
1289,TEMPERATURE,reflux,TP,reflux,3,3
1289,TEMPERATURE,room temperature,TP,room temperature,3,3
1289,TIME,2 days,TP,2 days,3,3
1289,TIME,3 h,TP,3 hours,3,3
1289,TIME,5 min,TP,5 minutes,3,3
1289,YIELD_OTHER,10.18 g,TP,10.18 g,2,1
1289,YIELD_OTHER,98.5 A % purity,FP,,2,1
1289,YIELD_PERCENT,74.4%,TP,74.4%,1,1
1291,REACTION_PRODUCT,q,FN,,1,2
1291,REACTION_PRODUCT,"t-butyl 4-(3H-imidazo[4,5-c]pyridin-6-yl)piperazine-1-carbonate",TP,"t-butyl 4-(3H-imidazo[4,5-c]pyridin-6-yl)piperazine-1-carbonate",1,2
1291,REAGENT_CATALYST,trimethyl orthoformate,FP,,1,0
1291,STARTING_MATERIAL,Compound p,TP,p,1,1
1291,YIELD_OTHER,0.6 g,TP,0.6 g,1,1
1291,YIELD_PERCENT,82%,TP,82%,1,1
1293,REACTION_PRODUCT,"6-(7-(4-Fluorophenyl)-2-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyridin-8-yl)benzo[d]thiazol-2(3H)-one",TP,"6-(7-(4-Fluorophenyl)-2-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyridin-8-yl)benzo[d]thiazol-2(3H)-one",1,2
1293,REACTION_PRODUCT,title compound,TP,,1,2
1293,REAGENT_CATALYST,TFA,TP,TFA,1,1
1293,SOLVENT,DCM,TP,DCM,1,1
1293,STARTING_MATERIAL,"6-(7-(4-fluorophenyl)-2-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyridin-8-yl)-3-((2-(trimethylsilyl)ethoxy)methyl)benzo[d]thiazol-2(3H)-one",TP,"6-(7-(4-fluorophenyl)-2-(trifluoromethyl)-[1,2,4]triazolo[1,5-a]pyridin-8-yl)-3-((2-(trimethylsilyl)ethoxy)methyl)benzo[d]thiazol-2(3H)-one",1,1
1293,TEMPERATURE,rt,TP,rt,1,1
1293,TIME,1 h,TP,1 h,2,1
1293,TIME,overnight,FP,,2,1
1293,YIELD_OTHER,19.4 mg,TP,19.4 mg,1,1
1293,YIELD_PERCENT,52%,TP,52%,1,1
1294,REACTION_PRODUCT,(E)-2-((5-amino-1-hexyl-1H-pyrazol-4-yl)diazenyl)-1-(3-ammoniopropyl)-3-methyl-1H-imidazol-3-ium bromide chloride,TP,(E)-2-((5-amino-1-hexyl-1H-pyrazol-4-yl)diazenyl)-1-(3-ammoniopropyl)-3-methyl-1H-imidazol-3-ium bromide chloride,1,1
1294,REAGENT_CATALYST,HCl,TP,HCl,1,1
1294,STARTING_MATERIAL,"(E)-2-((5-amino-1-hexyl-1H-pyrazol-4-yl)diazenyl)-3-methyl-1-(3-(2,2,2-trifluoroacetamido)-propyl)-1H-imidazol-3-ium bromide",TP,"(E)-2-((5-amino-1-hexyl-1H-pyrazol-4-yl)diazenyl)-3-methyl-1-(3-(2,2,2-trifluoroacetamido)-propyl)-1H-imidazol-3-ium bromide",1,1
1294,TEMPERATURE,inert atmosphere,FP,,2,1
