volume,article,raw_name,CAS,CIRsmiles,PubChemsmiles,PubChem_after_cas_check_smiles,PubChem_name_smiles,OPSIN_name_smiles,Processed_name,Processed_PubChemsmiles
47,1,2-Nitroaniline ,88-74-4,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,Nc1ccccc1[N+]([O-])=O,,Nc1ccccc1[N+]([O-])=O
47,1,Sodium 2-aminobenzenesulfinate ,50827-53-7,[Na].Nc1ccccc1[S](O)=O,[Na].Nc1ccccc1[S](O)=O,[Na].Nc1ccccc1[S](O)=O,[Na].Nc1ccccc1[S](O)=O,[Na].Nc1ccccc1[S](O)=O,,[Na].Nc1ccccc1[S](O)=O
47,1,"1,2,3-benzothiadiazoline 1,1-dioxide",Not Found,Not Found,Not Found,Not Found,Not Found,S1(N=NC2=C1C=CC=C2)(=O)=O,,S1(N=NC2=C1C=CC=C2)(=O)=O
47,1,o-fluorobromobenzene ,1072-85-1,Fc1ccccc1Br,Fc1ccccc1Br,Fc1ccccc1Br,Fc1ccccc1Br,Fc1ccccc1Br,,Fc1ccccc1Br
47,1,phosphorus pentoxide ,1314-56-3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3
47,1,lead tetraacetate ,546-67-8,[Pb++].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,[Pb++].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,[Pb++].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,[Pb++].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,[Pb++].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,,[Pb++].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O
47,2,tetrahydro-exo-dicyclopentadiene-9-one oxime,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
47,2,"hydrogen chloride,
hydrochloric acid ",7647-01-0,[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],[H+].[Cl-],,[H+].[Cl-]
47,2,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
47,2,sodium hydroxide ,1310-73-2,[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],[OH-].[Na+],,[OH-].[Na+]
47,2,chloroform ,67-66-3,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,,ClC(Cl)Cl
47,2,sodium bicarbonate ,144-55-8,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,[Na+].OC([O-])=O,,[Na+].OC([O-])=O
47,2,Benzoic acid ,65-85-0,OC(=O)c1ccccc1,OC(=O)c1ccccc1,OC(=O)c1ccccc1,OC(=O)c1ccccc1,OC(=O)c1ccccc1,,OC(=O)c1ccccc1
47,2,phosphoric acid ,7664-38-2,O[P](O)(O)=O,O[P](O)(O)=O,O[P](O)(O)=O,O[P](O)(O)=O,O[P](O)(O)=O,,O[P](O)(O)=O
47,2,peroxide ,7722-84-1,OO,OO,OO,OO,OO,,OO
47,2,benzoyl peroxide ,94-36-0,O=C(OOC(=O)c1ccccc1)c2ccccc2,O=C(OOC(=O)c1ccccc1)c2ccccc2,O=C(OOC(=O)c1ccccc1)c2ccccc2,O=C(OOC(=O)c1ccccc1)c2ccccc2,O=C(OOC(=O)c1ccccc1)c2ccccc2,,O=C(OOC(=O)c1ccccc1)c2ccccc2
47,2,magnesium sulfate ,7487-88-9,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,,[Mg++].[O-][S]([O-])(=O)=O
47,2,"1-Pentalenecarboxylic acid, octahydro-",Not Found,Not Found,Not Found,Not Found,Not Found,C1(CCC2CCCC12)C(=O)O,,C1(CCC2CCCC12)C(=O)O
47,2,2-(Trichloromethyl)bicyclo[3.3.0]octane ,18127-07-6,ClC(Cl)(Cl)C1CCC2CCCC12,ClC(Cl)(Cl)C1CCC2CCCC12,ClC(Cl)(Cl)C1CCC2CCCC12,ClC(Cl)(Cl)C1CCC2CCCC12,ClC(Cl)(Cl)C1CCC2CCCC12,,ClC(Cl)(Cl)C1CCC2CCCC12
47,2,2-(dichloromethylene)bicyclo[3.3.0]octane,dichloromethylene)bicyclo[3.3.0]octane,Not Found,Not Found,Not Found,Not Found,ClC(=C1C2CCCC2CC1)Cl,,ClC(=C1C2CCCC2CC1)Cl
47,2,exo-cis-Bicyclo[3.3.0]octane-2-carboxylic acid ,18209-43-3,Not Found,C1C[C@H]2CC[C@@H]([C@H]2C1)C(=O)O,C1C[C@H]2CC[C@@H]([C@H]2C1)C(=O)O,C1C[C@H]2CC[C@@H]([C@H]2C1)C(=O)O,C1C[C@H]2CC[C@@H]([C@H]2C1)C(=O)O,,C1C[C@H]2CC[C@@H]([C@H]2C1)C(=O)O
47,2,"cis,cis-1,5-cyclooctadiene",Not Found,Not Found,Not Found,Not Found,C1/C=C\CC/C=C\C1,C1/C=C\CC/C=C\C1,,C1/C=C\CC/C=C\C1
47,2,cis-bicyclo[3.3.0]-2-octanone cyanohydrin,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
47,3,"Bis(1,3-diphenylimidazolidinylidene-2)","1,3-diphenylimidazolidinylidene-2",Not Found,Not Found,Not Found,Not Found,Not Found,none,
47,3,"Δ2,2'-Bis(1,3-diphenylimidazolidine)","1,3-diphenylimidazolidine",C1CN(CN1c2ccccc2)c3ccccc3,C1CN(CN1c2ccccc2)c3ccccc3,C1CN(CN1c2ccccc2)c3ccccc3,C1CN(CN1c2ccccc2)c3ccccc3,C1CN(CN1c2ccccc2)c3ccccc3,,C1CN(CN1c2ccccc2)c3ccccc3
47,3,sulfuric acid ,7664-93-9,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,,O[S](O)(=O)=O
47,3,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
47,3,chloroform ,67-66-3,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,ClC(Cl)Cl,,ClC(Cl)Cl
47,3,nitrogen ,7727-37-9,N#N,N#N,N#N,N#N,N#N,,N#N
47,3,triethyl orthoformate ,122-51-0,CCOC(OCC)OCC,CCOC(OCC)OCC,CCOC(OCC)OCC,CCOC(OCC)OCC,CCOC(OCC)OCC,,CCOC(OCC)OCC
47,3,carbene ,2465-56-7,Not Found,[CH2],[CH2],[CH2],[CH2],,[CH2]
47,3,methylene chloride ,75-09-2,ClCCl,ClCCl,ClCCl,ClCCl,ClCCl,,ClCCl
47,3,"1,2-dianilinoethane,
N,N'-diphenylethylenediamine ",150-61-8,C(CNc1ccccc1)Nc2ccccc2,C(CNc1ccccc1)Nc2ccccc2,C(CNc1ccccc1)Nc2ccccc2,C(CNc1ccccc1)Nc2ccccc2,C(CNc1ccccc1)Nc2ccccc2,,C(CNc1ccccc1)Nc2ccccc2
47,3,"1,3-diphenylimidazolidinone-2",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"1,3-Diphenyl-2-imidazolidinone",C1CN(C(=O)N1C2=CC=CC=C2)C3=CC=CC=C3
47,3,"1,3-diphenyl-2-trichlormethylimidazolidine",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"1,3-Diphenyl-2-(trichloromethyl)imidazolidine",C1CN(C(N1C2=CC=CC=C2)C(Cl)(Cl)Cl)C3=CC=CC=C3
47,3,"1,3-diphenylimidazolinium",Not Found,Not Found,Not Found,Not Found,Not Found,C1(=CC=CC=C1)[NH+]1CN(CC1)C1=CC=CC=C1,,C1(=CC=CC=C1)[NH+]1CN(CC1)C1=CC=CC=C1
47,4,petroleum ether,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
47,4,sulfuric acid ,7664-93-9,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,O[S](O)(=O)=O,,O[S](O)(=O)=O
47,4,acetic acid ,64-19-7,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,,CC(O)=O
47,4,ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
47,4,platinum oxide,Not Found,Not Found,Not Found,Not Found,O=[Pt],O=[Pt],,O=[Pt]
47,4,aluminum chloride ,3495-54-3,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O,,[Al+3].[Cl-].[Cl-].[Cl-].C[N+]([O-])=O
47,4,magnesium sulfate ,7487-88-9,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,[Mg++].[O-][S]([O-])(=O)=O,,[Mg++].[O-][S]([O-])(=O)=O
47,4,lithium aluminum hydride ,16853-85-3,[Li+].[AlH4-],[Li+].[AlH4-],[Li+].[AlH4-],[Li+].[AlH4-],[Li+].[AlH4-],,[Li+].[AlH4-]
47,4,t-butanol ,75-65-0,CC(C)(C)O,CC(C)(C)O,CC(C)(C)O,CC(C)(C)O,CC(C)(C)O,,CC(C)(C)O
47,4,4-t-butylcyclohexanone ,98-53-3,CC(C)(C)C1CCC(=O)CC1,CC(C)(C)C1CCC(=O)CC1,CC(C)(C)C1CCC(=O)CC1,CC(C)(C)C1CCC(=O)CC1,CC(C)(C)C1CCC(=O)CC1,,CC(C)(C)C1CCC(=O)CC1
47,4,"trans-4-t-BUTYLCYCLOHEXANOL,
Cyclohexanol, 4-t-butyl, trans- ",21862-63-5,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,,CC(C)(C)C1CCC(O)CC1
47,4,4-t-Butylcyclohexanol ,98-52-2,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,CC(C)(C)C1CCC(O)CC1,,CC(C)(C)C1CCC(O)CC1
47,4,p-t-butylphenol ,98-54-4,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,,CC(C)(C)c1ccc(O)cc1
57,0,petroleum ether,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
57,0,methanol ,67-56-1,CO,CO,CO,CO,CO,,CO
57,0,"ether,
diethyl ether ",60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
57,0,bromine ,7726-95-6,[Br-],[Br-],[Br-],[Br-],[Br-],,[Br-]
57,0,carbon tetrachloride ,56-23-5,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,,ClC(Cl)(Cl)Cl
57,0,nitrogen ,7727-37-9,N#N,N#N,N#N,N#N,N#N,,N#N
57,0,Succinic acid ,110-15-6,OC(=O)CCC(O)=O,OC(=O)CCC(O)=O,OC(=O)CCC(O)=O,OC(=O)CCC(O)=O,OC(=O)CCC(O)=O,,OC(=O)CCC(O)=O
57,0,toluene ,108-88-3,Cc1ccccc1,Cc1ccccc1,Cc1ccccc1,Cc1ccccc1,Cc1ccccc1,,Cc1ccccc1
57,0,sodium ,13966-32-0,[22Na],[22Na],[22Na],[22Na],[22Na],,[22Na]
57,0,potassium ,7440-09-7,[K+],[K+],[K+],[K+],[K+],,[K+]
57,0,xylene ,106-42-3,Cc1ccc(C)cc1,Cc1ccc(C)cc1,Cc1ccc(C)cc1,Cc1ccc(C)cc1,Cc1ccc(C)cc1,,Cc1ccc(C)cc1
57,0,methylcyclohexane ,108-87-2,CC1CCCCC1,CC1CCCCC1,CC1CCCCC1,CC1CCCCC1,CC1CCCCC1,,CC1CCCCC1
57,0,Diethyl succinate ,123-25-1,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,,CCOC(=O)CCC(=O)OCC
57,0,sodium-potassium,Not Found,Not Found,Not Found,Not Found,[Na].[K],[Na].[K],,[Na].[K]
57,0,calcium hydride ,7789-78-8,[Ca],[Ca],[Ca],[Ca],[Ca],,[Ca]
57,0,CHLOROTRIMETHYLSILANE ,75-77-4,C[Si](C)(C)Cl,C[Si](C)(C)Cl,C[Si](C)(C)Cl,C[Si](C)(C)Cl,C[Si](C)(C)Cl,,C[Si](C)(C)Cl
57,0,"1,2-bis(trimethylsilyloxy)cyclobutene,
Trimethylsilane, 1-cyclobuten-1,2-ylenedioxybis- ",17082-61-0,Not Found,C[Si](C)(C)OC1=C(CC1)O[Si](C)(C)C,C[Si](C)(C)OC1=C(CC1)O[Si](C)(C)C,C[Si](C)(C)OC1=C(CC1)O[Si](C)(C)C,C[Si](C)(C)OC1=C(CC1)O[Si](C)(C)C,,C[Si](C)(C)OC1=C(CC1)O[Si](C)(C)C
57,0,"2-Hydroxycyclobutanone,
Cyclobutanone, 2-hydroxy- ",17082-63-2,Not Found,C1CC(=O)C1O,C1CC(=O)C1O,C1CC(=O)C1O,C1CC(=O)C1O,,C1CC(=O)C1O
57,0,diethylsuccinate,Not Found,Not Found,Not Found,Not Found,CCOC(=O)CCC(=O)OCC,CCOC(=O)CCC(=O)OCC,,CCOC(=O)CCC(=O)OCC
57,0,methoxytrimethylsilane ,1825-61-2,CO[Si](C)(C)C,CO[Si](C)(C)C,CO[Si](C)(C)C,CO[Si](C)(C)C,CO[Si](C)(C)C,,CO[Si](C)(C)C
57,0,dichlorodimethylsilane ,75-78-5,C[Si](C)(Cl)Cl,C[Si](C)(Cl)Cl,C[Si](C)(Cl)Cl,C[Si](C)(Cl)Cl,C[Si](C)(Cl)Cl,,C[Si](C)(Cl)Cl
57,0,monochlorosilane ,13465-78-6,[SiH2]Cl,[SiH2]Cl,[SiH2]Cl,[SiH2]Cl,[SiH2]Cl,,[SiH2]Cl
57,0,diethyl pentanedioate ,818-38-2,CCOC(=O)CCCC(=O)OCC,CCOC(=O)CCCC(=O)OCC,CCOC(=O)CCCC(=O)OCC,CCOC(=O)CCCC(=O)OCC,CCOC(=O)CCCC(=O)OCC,,CCOC(=O)CCCC(=O)OCC
57,1,silica gel,Not Found,Not Found,Not Found,Not Found,O=[Si]=O,O=[Si]=O,,O=[Si]=O
57,1,petroleum ether,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,none,
57,1,ethanol ,64-17-5,CCO,CCO,CCO,CCO,CCO,,CCO
57,1,acetic acid ,64-19-7,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,CC(O)=O,,CC(O)=O
57,1,hydrogen bromide ,10035-10-6,[H+].[Br-],[H+].[Br-],[H+].[Br-],[H+].[Br-],[H+].[Br-],,[H+].[Br-]
57,1,carbon ,7782-42-5,Not Found,[C],[C],[C],[C],,[C]
57,1,sodium ethoxide ,141-52-6,[Na+].CC[O-],[Na+].CC[O-],[Na+].CC[O-],[Na+].CC[O-],[Na+].CC[O-],,[Na+].CC[O-]
57,1,camphor ,21368-68-3,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,,CC1(C)C2CCC1(C)C(=O)C2
57,1,dimethyl sulfoxide ,67-68-5,C[S](C)=O,C[S](C)=O,C[S](C)=O,C[S](C)=O,C[S](C)=O,,C[S](C)=O
57,1,"1,2-dimethoxyethane ",110-71-4,COCCOC,COCCOC,COCCOC,COCCOC,COCCOC,,COCCOC
57,1,dimethoxyethane ,534-15-6,COC(C)OC,COC(C)OC,COC(C)OC,COC(C)OC,COC(C)OC,,COC(C)OC
57,1,"2-ADAMANTANECARBONITRILE,
Tricyclo[3.3.1.13,7]decane-2-carbonitrile ",35856-00-9,Not Found,C1C2CC3CC1CC(C2)C3C#N,C1C2CC3CC1CC(C2)C3C#N,C1C2CC3CC1CC(C2)C3C#N,C1C2CC3CC1CC(C2)C3C#N,,C1C2CC3CC1CC(C2)C3C#N
57,1,"Adamantanone,
Tricyclo[3.3.1.13,7]decan-2-one ",700-58-3,O=C1C2CC3CC(C2)CC1C3,O=C1C2CC3CC(C2)CC1C3,O=C1C2CC3CC(C2)CC1C3,O=C1C2CC3CC(C2)CC1C3,O=C1C2CC3CC(C2)CC1C3,,O=C1C2CC3CC(C2)CC1C3
57,1,"β,β-dimethyl-α-tetralone",Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"3,3-Dimethyl-2,3,4,5-tetrahydro-1H-1-naphthalenone",Not Found
57,1,2-adamantanecarboxylic acid ,15897-81-1,[O-]C(=O)C1C2CC3CC(C2)CC1C3,[O-]C(=O)C1C2CC3CC(C2)CC1C3,[O-]C(=O)C1C2CC3CC(C2)CC1C3,[O-]C(=O)C1C2CC3CC(C2)CC1C3,[O-]C(=O)C1C2CC3CC(C2)CC1C3,,[O-]C(=O)C1C2CC3CC(C2)CC1C3
57,1,"p-Tolylsulfonylmethyl isocyanide,
p-Tolylsulfonylmethylisocyanide ",36635-61-7,Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-],Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-],Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-],Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-],Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-],,Cc1ccc(cc1)[S](=O)(=O)C[N+]#[C-]
57,1,potassium tert-butoxide ,865-47-4,[K+].CC(C)(C)[O-],[K+].CC(C)(C)[O-],[K+].CC(C)(C)[O-],[K+].CC(C)(C)[O-],[K+].CC(C)(C)[O-],,[K+].CC(C)(C)[O-]
57,1,potassium p-toluenesulfinate,Not Found,Not Found,Not Found,Not Found,Not Found,CC1=CC=C(C=C1)S(=O)[O-].[K+],,CC1=CC=C(C=C1)S(=O)[O-].[K+]
57,2,cobalt(II) acetylacetonate,II) acetylacetonate,Not Found,Not Found,Not Found,C/C(=C/C(=O)C)/[O-].C/C(=C/C(=O)C)/[O-].[Co+2],C/C(=C/C(=O)C)/[O-].C/C(=C/C(=O)C)/[O-].[Co+2],,C/C(=C/C(=O)C)/[O-].C/C(=C/C(=O)C)/[O-].[Co+2]
57,2,Bis(acetylacetonate) cobalt(II),II,II,II,II,II,II,,II
57,2,Bis(acetylacetonate)e cobalt(II),II,II,II,II,II,II,,II
57,2,"(−)DIOP [(4R,5R)-2,2-dimethyl-4,5-bis(5-dibenzophosphol-5-ylmethyl)-1,3-dioxolane]","5-dibenzophosphol-5-ylmethyl)-1,3-dioxolane]",Not Found,Not Found,Not Found,Not Found,Not Found,none,
57,2,methane sulfonate of cyclohexylmethanol,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,cyclohexylmethanol methane sulfonate,Not Found
57,2,potassium carbonate ,584-08-7,[K+].[K+].[O-]C([O-])=O,[K+].[K+].[O-]C([O-])=O,[K+].[K+].[O-]C([O-])=O,[K+].[K+].[O-]C([O-])=O,[K+].[K+].[O-]C([O-])=O,,[K+].[K+].[O-]C([O-])=O
57,2,Benzene ,71-43-2,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,c1ccccc1,,c1ccccc1
57,2,diethyl ether ,60-29-7,CCOCC,CCOCC,CCOCC,CCOCC,CCOCC,,CCOCC
57,2,hydrogen ,1333-74-0,[H],[H],[H],[H],[H],,[H]
57,2,carbon monoxide ,630-08-0,[C-]#[O+],[C-]#[O+],[C-]#[O+],[C-]#[O+],[C-]#[O+],,[C-]#[O+]
57,2,Acrolein ,107-02-8,C=CC=O,C=CC=O,C=CC=O,C=CC=O,C=CC=O,,C=CC=O
57,2,Cyclohexanone ,108-94-1,O=C1CCCCC1,O=C1CCCCC1,O=C1CCCCC1,O=C1CCCCC1,O=C1CCCCC1,,O=C1CCCCC1
57,2,Cyclohexene ,110-83-8,C1CCC=CC1,C1CCC=CC1,C1CCC=CC1,C1CCC=CC1,C1CCC=CC1,,C1CCC=CC1
57,2,sodium sulfate ,7757-82-6,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,[Na+].[Na+].[O-][S]([O-])(=O)=O,,[Na+].[Na+].[O-][S]([O-])(=O)=O
57,2,nitrogen ,7727-37-9,N#N,N#N,N#N,N#N,N#N,,N#N
57,2,sodium hydrogen sulfite ,7631-90-5,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,[Na+].[O-][S]([O-])=O,,[Na+].[O-][S]([O-])=O
57,2,sodium ,13966-32-0,[22Na],[22Na],[22Na],[22Na],[22Na],,[22Na]
57,2,butadiene ,106-99-0,C=CC=C,C=CC=C,C=CC=C,C=CC=C,C=CC=C,,C=CC=C
57,2,heptane ,142-82-5,CCCCCCC,CCCCCCC,CCCCCCC,CCCCCCC,CCCCCCC,,CCCCCCC
57,2,cobalt ,7440-48-4,[Co],[Co],[Co],[Co],[Co],,[Co]
57,2,dimethyl sulfoxide ,67-68-5,C[S](C)=O,C[S](C)=O,C[S](C)=O,C[S](C)=O,C[S](C)=O,,C[S](C)=O
57,2,"N,N-Dimethylcyclohexanecarboxamide ",17566-51-7,CN(C)C(=O)C1CCCCC1,CN(C)C(=O)C1CCCCC1,CN(C)C(=O)C1CCCCC1,CN(C)C(=O)C1CCCCC1,CN(C)C(=O)C1CCCCC1,,CN(C)C(=O)C1CCCCC1
57,2,Cyclohexanecarboxaldehyde ,2043-61-0,O=CC1CCCCC1,O=CC1CCCCC1,O=CC1CCCCC1,O=CC1CCCCC1,O=CC1CCCCC1,,O=CC1CCCCC1
57,2,cyclohexanecarbonyl chloride ,2719-27-9,ClC(=O)C1CCCCC1,ClC(=O)C1CCCCC1,ClC(=O)C1CCCCC1,ClC(=O)C1CCCCC1,ClC(=O)C1CCCCC1,,ClC(=O)C1CCCCC1
57,2,rhodium ,7440-16-6,[Rh],[Rh],[Rh],[Rh],[Rh],,[Rh]
57,2,rhodium(III) oxide ,12036-35-0,[O--].[O--].[O--].[Rh+3].[Rh+3],[O--].[O--].[O--].[Rh+3].[Rh+3],[O--].[O--].[O--].[Rh+3].[Rh+3],[O--].[O--].[O--].[Rh+3].[Rh+3],[O--].[O--].[O--].[Rh+3].[Rh+3],,[O--].[O--].[O--].[Rh+3].[Rh+3]
57,2,2-butene,Not Found,Not Found,Not Found,Not Found,C/C=C/C,C/C=C/C,,C/C=C/C
57,2,3-cyclohexene-1-carboxaldehyde,Not Found,Not Found,Not Found,Not Found,C1CC(CC=C1)C=O,C1CC(CC=C1)C=O,,C1CC(CC=C1)C=O
57,2,lithium diethoxyaluminum hydride,Not Found,Not Found,Not Found,Not Found,Not Found,C(C)O[AlH]OCC.[Li],,C(C)O[AlH]OCC.[Li]
57,2,lithium tri-tert-butoxyaluminum hydride ,17476-04-9,[Li].[Al+3].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-],[Li].[Al+3].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-],[Li].[Al+3].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-],[Li].[Al+3].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-],[Li].[Al+3].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-],,[Li].[Al+3].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-]
57,3,"TRICARBONYL[2-[(2,3,4,5-η)-4-METHOXY-2,4-CYCLOHEXADIEN-1-YL]-5,5-DIMETHYL-1,3-CYCLOHEXANEDIONE]IRON","2,3,4,5-η)-4-METHOXY-2,4-CYCLOHEXADIEN-1-YL]-5,5-DIMETHYL-1,3-CYCLOHEXANEDIONE]IRON",Not Found,Not Found,Not Found,Not Found,Not Found,"Tricarbonyl(2-[(2,3,4,5-η)-4-methoxy-2,4-cyclohexadien-1-yl]-5,5-dimethyl-1,3-cyclohexanedione)iron",Not Found
57,3,"Iron, tricarbonyl[2-[(2,3,4,5-η)-4-methoxy-2,4-cyclohexadien-1-yl]-5,5-dimethyl-1,3-cyclohexanedione]-","2,3,4,5-η)-4-methoxy-2,4-cyclohexadien-1-yl]-5,5-dimethyl-1,3-cyclohexanedione]-",Not Found,Not Found,Not Found,Not Found,Not Found,"Tricarbonyliron(0) complex with 2-[(2,3,4,5-η)-4-methoxy-2,4-cyclohexadien-1-yl]-5,5-dimethyl-1,3-cyclohexanedione",Not Found
57,3,"tricarbonyl[(1,2,3,4,5-η)-2,4-cyclohexadien-1-yl]iron(1+) hexafluorophosphate(1−)",1−,Not Found,Not Found,Not Found,Not Found,Not Found,"Tricarbonyl(1,2,3,4,5-η-2,4-cyclohexadien-1-yl)iron hexafluorophosphate",Not Found
57,3,ethanol ,64-17-5,CCO,CCO,CCO,CCO,CCO,,CCO
57,3,iron(III) chloride ,7705-08-0,[Cl-].[Cl-].[Cl-].[Fe+3],[Cl-].[Cl-].[Cl-].[Fe+3],[Cl-].[Cl-].[Cl-].[Fe+3],[Cl-].[Cl-].[Cl-].[Fe+3],[Cl-].[Cl-].[Cl-].[Fe+3],,[Cl-].[Cl-].[Cl-].[Fe+3]
57,3,tetrafluoroborate ,14874-70-5,F[B-](F)(F)F,F[B-](F)(F)F,F[B-](F)(F)F,F[B-](F)(F)F,F[B-](F)(F)F,,F[B-](F)(F)F
57,3,"1,3-Cyclohexanedione, 5,5-dimethyl-,
dimedone ",126-81-8,CC1(C)CC(=O)CC(=O)C1,CC1(C)CC(=O)CC(=O)C1,CC1(C)CC(=O)CC(=O)C1,CC1(C)CC(=O)CC(=O)C1,CC1(C)CC(=O)CC(=O)C1,,CC1(C)CC(=O)CC(=O)C1
57,3,hexafluorophosphate,Not Found,Not Found,Not Found,Not Found,F[P-](F)(F)(F)(F)F,F[P-](F)(F)(F)(F)F,,F[P-](F)(F)(F)(F)F
57,3,TRICARBONYL(DIENE)IRON,DIENE)IRON,Not Found,Not Found,Not Found,Not Found,Not Found,Tricarbonyl diene iron complex,Not Found
57,4,oxygen-free nitrogen,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Nitrogen,N#N
